animal_id,last_weight,last_weight_date
9242,79.5,2024-01-03 11:31:01.987
9243,99.0,2024-01-02 11:38:09.158
9244,76.0,2024-01-02 10:56:13.175
9245,92.0,2024-01-02 11:53:52.25
9246,95.5,2024-01-02 11:52:12.9
9247,88.5,2024-01-03 11:52:56.048
9248,106.0,2024-01-03 09:48:03.86
9249,93.0,2024-01-03 13:02:31.997
9250,"",
9251,"",
9252,94.0,2024-01-03 12:13:09.606
9253,85.0,2024-01-04 10:32:50.151
9254,99.0,2024-01-03 08:22:22.123
9255,99.5,2024-01-03 11:24:41.462
9256,92.0,2024-01-03 09:02:49.68
9257,97.0,2024-01-03 08:50:31.604
9258,95.5,2024-01-02 12:32:32.563
9259,89.0,2023-08-27 11:01:03.666
9260,92,2024-01-03 11:10:16.406
9261,94.5,2024-01-02 10:50:26.495
9262,98.5,2024-01-02 12:22:04.716
9263,115.0,2024-01-03 11:56:09.807
9264,92.5,2024-01-02 11:56:07.068
9265,97.0,2024-01-02 12:39:29.212
9266,"",
9267,95.0,2024-01-02 11:31:24.348
9268,"",
9269,"",
9270,98.0,2023-08-27 09:59:04.831
9271,"",
9272,100.0,2024-01-03 11:32:34.855
9273,103.0,2024-01-03 11:11:07.644
9274,101.0,2024-01-02 12:02:07.056
9275,120.0,2024-01-02 09:35:21.437
9276,"",
9277,62.0,2024-01-04 09:07:14.141
9278,88.5,2024-01-03 11:04:37.258
9279,110.0,2024-01-02 10:07:40.781
9280,"",
9281,"",
9282,98.0,2024-01-02 12:56:41.143
9283,97.0,2024-01-03 13:12:39.808
9284,107.0,2024-01-02 12:39:43.304
9285,89.5,2024-01-02 11:36:40.518
9286,93.0,2024-01-03 11:26:23.4
9287,88.0,2024-01-02 11:45:51.581
9288,100.0,2024-01-03 13:42:13.229
9289,77.0,2024-01-02 11:04:52.298
9290,81.5,2024-01-02 13:02:28.991
9291,80.5,2024-01-02 10:10:44.352
9292,76.5,2024-01-03 08:21:43.154
9293,110.0,2024-01-02 12:46:09.889
9294,105.0,2024-01-02 11:14:07.161
9295,"",
9296,103.0,2024-01-02 12:09:17.903
9297,93.5,2023-08-27 09:58:06.265
9298,99.5,2024-01-02 10:01:18.728
9299,92.0,2024-01-02 12:25:06.384
9300,102.0,2024-01-03 12:03:29.605
9301,110.0,2024-01-02 11:30:31.38
9302,"",
9303,"",
9304,108.0,2024-01-02 10:16:43.586
9305,95.5,2024-01-03 11:39:40.293
9306,95.0,2024-01-03 09:33:26.465
9307,"",
9308,89.5,2024-01-02 11:16:05.209
9309,"",
9310,90.0,2024-01-03 08:25:58.818
9311,104.0,2024-01-02 11:37:56.273
9312,90.5,2024-01-02 13:06:35.433
9313,99.0,2024-01-03 11:55:15.468
9314,"",
9315,91.5,2024-01-02 10:12:01.548
9316,"",
9317,115.0,2024-01-02 09:30:04.827
9318,93.0,2024-01-03 12:16:41.709
9319,94.0,2024-01-03 11:22:50.835
9320,90.0,2024-01-02 10:02:32.445
9321,98.0,2024-01-03 09:00:20.186
9322,"",
9323,"",
9324,"",
9325,"",
9326,"",
9327,"",
9328,95.5,2024-01-03 12:30:26.898
9329,47.0,2023-06-11 11:47:38.89
9330,95.0,2024-01-02 12:19:22.922
9331,"",
9332,90.5,2023-08-27 09:54:58.743
9333,105.0,2024-01-04 10:08:16.712
9334,87.5,2024-01-02 12:03:48.414
9335,102.0,2024-01-02 12:27:48.611
9336,104.0,2024-01-02 12:34:40.816
9337,91.0,2024-01-03 11:42:48.259
9338,101.0,2024-01-03 11:36:11.009
9339,88.0,2024-01-03 12:10:31.981
9340,81.0,2024-01-02 12:32:53.208
9341,103.0,2024-01-04 10:00:00.121
9342,72.5,2024-01-02 11:54:12.029
9343,94.0,2023-08-27 09:45:00.905
9344,72.5,2024-01-03 12:09:47.429
9345,107.0,2024-01-02 10:16:20.784
9346,103,2024-01-03 11:58:40.137
9347,82.5,2024-01-03 12:36:14.764
9348,"",
9349,109.0,2024-01-03 08:53:40.405
9350,92.0,2024-01-02 11:43:58.199
9351,68.5,2024-01-03 09:07:31.931
9352,90.5,2023-08-27 13:05:53.814
9353,94.5,2024-01-03 09:34:46.557
9354,"",
9355,97.0,2024-01-03 08:52:09.162
9356,92.0,2024-01-03 13:30:16.842
9357,94.5,2024-01-02 12:05:51.372
9358,98.5,2024-01-03 10:53:13.317
9359,91.5,2024-01-02 11:35:29.016
9360,101.0,2024-01-02 11:33:15.82
9361,101.0,2024-01-03 09:31:58.439
9362,85.0,2023-02-07 15:11:42.539
9363,96.5,2023-08-27 10:30:02.559
9364,97.5,2024-01-02 10:54:37.604
9365,91.0,2024-01-03 08:23:56.499
9366,93.5,2023-08-27 08:29:10.778
9367,115.0,2024-01-02 11:13:08.214
9368,95.5,2024-01-03 11:59:54.757
9369,83.0,2024-01-03 09:47:45.379
9370,81.5,2024-01-03 09:07:18.09
9371,"",
9372,"",
9373,91.0,2024-01-03 09:40:14.854
9374,92.5,2024-01-03 12:57:17.143
9375,89.0,2024-01-03 09:00:55.896
9376,"",
9377,"",
9378,97.0,2024-01-02 09:44:21.748
9379,"",
9380,89.5,2024-01-03 08:22:49.684
9381,92.0,2024-01-03 08:25:45.012
9382,77.0,2024-01-03 08:37:00.542
9383,82.5,2024-01-03 08:36:24.806
9384,88.0,2024-01-02 12:36:22.665
9385,89.0,2024-01-03 13:49:58.197
9386,89.0,2024-01-02 12:55:55.982
9387,81.5,2024-01-03 13:33:19.401
9388,95.0,2024-01-02 12:14:13.032
9389,89.0,2024-01-03 12:07:07.784
9390,91.0,2024-01-02 12:49:22.008
9391,"",
9392,98.5,2024-01-03 09:30:48.895
9393,102.0,2024-01-03 09:54:38.548
9394,78.5,2024-01-03 11:16:31.085
9395,84.5,2024-01-03 09:22:00.181
9396,"",
9397,"",
9398,85.0,2024-01-03 09:32:07.703
9399,71.5,2024-01-03 11:17:44.807
9400,59.5,2023-02-05 12:47:21.727
9401,99.5,2024-01-02 11:08:29.004
9402,88.5,2024-01-02 12:48:06.495
9403,"",
9404,94.5,2024-01-03 11:52:06.652
9405,"",
9406,97.0,2024-01-03 12:20:34.157
9407,110.0,2024-01-03 08:58:44.137
9408,32.5,2022-05-29 15:35:14.947
9409,102.0,2024-01-02 10:28:29.449
9410,93.5,2024-01-03 11:04:54.211
9411,"",
9412,93.0,2024-01-02 12:06:05.147
9413,86.5,2024-01-02 09:22:51.454
9414,106.0,2024-01-03 09:30:58.064
9415,91.0,2024-01-03 10:50:41.998
9416,85.5,2023-08-27 13:05:42.969
9417,69.5,2023-02-07 15:11:09.391
9418,98.0,2023-08-27 11:01:19.077
9419,98.5,2024-01-02 10:59:58.539
9420,118.0,2024-01-02 10:29:41.786
9421,"",
9422,89.5,2023-08-27 08:24:36.524
9423,85.5,2024-01-02 10:21:14.94
9424,98.0,2024-01-02 09:55:10.758
9425,82.0,2024-01-02 12:14:37.848
9426,89.0,2024-01-03 13:50:33.938
9427,100.0,2024-01-02 11:59:51.126
9428,102.0,2024-01-02 11:43:00.71
9429,94.5,2024-01-02 11:15:17.994
9430,"",
9431,102.0,2024-01-03 11:34:14.953
9432,97.0,2024-01-03 11:45:28.694
9433,108.0,2024-01-03 11:29:57.721
9434,83.5,2024-01-02 12:32:09.411
9435,98,2024-01-02 11:40:47.576
9436,84.5,2024-01-02 13:04:35.546
9437,88.5,2024-01-03 13:15:38.089
9438,85.5,2024-01-02 12:12:03.405
9439,"",
9440,77.0,2023-02-07 14:57:58.623
9441,97.5,2023-08-27 09:15:01.995
9442,94,2024-01-02 12:05:03.667
9443,95.5,2024-01-03 12:51:56.358
9444,92.5,2023-08-27 11:00:19.709
9445,"",
9446,99.0,2023-08-27 11:16:59.221
9447,91.0,2024-01-02 12:59:20.395
9448,92.0,2024-01-02 11:50:30.643
9449,106.0,2024-01-03 13:31:12.705
9450,65.0,2024-01-03 12:19:26.955
9451,61.0,2023-02-05 11:45:34.758
9452,98.0,2024-01-02 12:38:44.406
9453,99.0,2024-01-03 09:45:30.385
9454,102.0,2024-01-02 09:59:23.877
9455,90,2023-08-27 10:40:48.762
9456,95.5,2023-08-27 11:43:56.845
9457,"",
9458,87.0,2024-01-03 13:01:35.014
9459,78.5,2023-08-27 08:34:31.795
9460,102.0,2024-01-02 12:16:55.876
9461,88.0,2024-01-03 10:58:15.666
9462,85.5,2024-01-03 13:10:21.168
9463,101.0,2024-01-03 13:03:33.325
9464,94.5,2024-01-02 12:43:31.65
9465,"",
9466,"",
9467,78.0,2023-08-27 09:02:50.627
9468,107.0,2024-01-03 09:37:25.622
9469,97.2,2024-01-03 09:12:30.496
9470,89.0,2024-01-03 12:11:32.837
9471,101.0,2024-01-02 09:21:53.174
9472,100.0,2024-01-02 12:15:02.035
9473,103.0,2023-08-27 08:19:40.455
9474,107.0,2024-01-03 09:45:20.253
9475,107.0,2023-08-27 11:39:31.593
9476,"",
9477,"",
9478,88.0,2024-01-03 12:49:26.484
9479,110.0,2024-01-02 11:14:59.965
9480,111.0,2024-01-02 11:52:38.736
9481,94.5,2023-08-27 09:50:10.273
9482,"",
9483,103.0,2024-01-04 09:57:01.538
9484,81.5,2024-01-02 12:16:17.468
9485,101.0,2024-01-03 08:29:08.814
9486,93.0,2024-01-02 11:27:28.431
9487,85.5,2024-01-03 13:23:58.637
9488,88.0,2024-01-02 11:37:05.147
9489,"",
9490,98.0,2024-01-02 13:00:00.786
9491,94.0,2024-01-04 10:19:58.275
9492,78.5,2024-01-03 11:18:32.563
9493,82.0,2024-01-03 11:00:08.186
9494,"",
9495,96.5,2023-08-27 10:43:58.769
9496,89.0,2024-01-03 11:24:11.323
9497,111.0,2024-01-04 09:53:07.128
9498,80.5,2024-01-02 12:19:06.027
9499,118.0,2024-01-02 11:32:09.388
9500,91.5,2024-01-02 11:56:44.731
9501,79.5,2024-01-03 09:05:52.016
9502,100.0,2024-01-03 11:48:07.429
9503,99.0,2024-01-03 08:31:13.846
9504,98.0,2024-01-03 11:08:56.445
9505,"",
9506,101.0,2024-01-02 11:02:01.24
9507,106.0,2024-01-02 12:54:26.657
9508,99.5,2023-08-27 09:44:28.363
9509,82.0,2024-01-02 11:09:46.042
9510,92.5,2024-01-02 12:38:16.816
9511,90.5,2024-01-03 11:45:58.704
9512,36.5,2023-01-11 15:13:07.741
9513,86.5,2024-01-03 09:39:29.014
9514,85.5,2024-01-03 11:47:32.606
9515,90.5,2023-08-27 09:04:24.633
9516,102.0,2024-01-02 11:10:22.284
9517,102.0,2023-08-27 08:15:24.869
9518,128.0,2024-01-02 10:06:28.887
9519,"",
9520,96.0,2024-01-03 12:02:57.49
9521,98.5,2024-01-03 08:56:08.237
9522,98.0,2024-01-03 11:59:24.965
9523,80.5,2024-01-03 13:17:16.468
9524,74.5,2024-01-03 11:24:54.879
9525,"",
9526,90.0,2024-01-03 11:48:27.037
9527,98.5,2024-01-03 13:48:11.047
9528,107.0,2024-01-03 11:31:35.025
9529,87.5,2024-01-03 12:01:44.823
9530,90.0,2024-01-02 10:17:58.192
9531,12,2022-05-31 15:14:54.224
9532,103.0,2024-01-02 12:16:05.766
9533,"",
9534,"",
9535,90.5,2024-01-03 12:10:15.668
9536,101.0,2024-01-03 09:53:27.964
9537,77.0,2024-01-03 13:19:20.86
9538,98.5,2024-01-03 08:44:30.52
9539,0.0,
9540,101.0,2024-01-02 12:31:50.272
9541,78.5,2024-01-03 12:46:00.035
9542,117.0,2024-01-02 10:08:38.574
9543,"",
9544,98.0,2024-01-02 10:07:54.762
9545,105.0,2024-01-02 12:29:43.367
9546,88.5,2024-01-03 11:35:28.273
9547,78.0,2024-01-03 11:48:41.702
9548,"",
9549,"",
9550,101.0,2024-01-03 08:42:13.996
9551,"",
9552,92.5,2024-01-03 13:23:47.746
9553,103.0,2024-01-03 12:18:40.171
9554,"",
9555,70.5,2024-01-03 11:58:17.72
9556,121.0,2024-01-03 12:07:58.368
9557,79.0,2024-01-03 11:15:47.457
9558,"",
9559,99.5,2024-01-02 12:34:22.657
9560,"",
9561,105.0,2024-01-02 10:14:50.171
9562,91.0,2023-08-27 10:03:19.457
9563,106.0,2024-01-03 08:35:42.376
9564,84.0,2024-01-03 13:36:53.527
9565,92.0,2023-08-27 09:55:07.689
9566,89.0,2023-08-27 12:51:20.589
9567,94.5,2024-01-02 12:20:15.11
9568,89.0,2024-01-02 13:02:49.575
9569,87.5,2024-01-04 09:55:23.645
9570,92.0,2024-01-03 11:50:53.605
9571,90.5,2024-01-02 11:36:53.451
9572,95.0,2024-01-02 13:01:24.243
9573,99.0,2024-01-03 13:54:20.577
9574,96.5,2024-01-03 11:17:24.066
9575,95.5,2024-01-03 11:08:05.047
9576,"",
9577,102.0,2024-01-03 12:16:15.34
9578,"",
9579,94.5,2023-08-27 11:09:54.157
9580,76.5,2024-01-03 09:09:20.324
9581,"",
9582,99.0,2024-01-03 11:19:15.625
9583,95.5,2024-01-03 11:23:23.646
9584,"",
9585,99.5,2024-01-02 11:46:58.951
9586,89.0,2024-01-02 12:01:50.196
9587,102.0,2024-01-03 08:31:37.991
9588,77.0,2024-01-03 11:50:14.738
9589,85.5,2024-01-03 08:21:27.014
9590,77.0,2024-01-02 11:34:40.235
9591,106.0,2024-01-02 12:44:54.599
9592,87.0,2024-01-03 09:22:11.61
9593,93.0,2024-01-02 09:55:51.967
9594,"",
9595,69.5,2024-01-03 08:43:47.512
9596,104.0,2024-01-03 10:52:27.808
9597,91.0,2023-08-27 12:41:16.639
9598,89.0,2024-01-02 11:26:32.717
9599,88.0,2024-01-02 11:46:33.951
9600,94.5,2024-01-03 09:56:31.108
9601,25,2022-05-30 11:45:45.981
9602,"",
9603,91.0,2024-01-02 09:42:14.77
9604,99.0,2024-01-02 12:50:05.966
9605,99.5,2024-01-03 12:00:40.375
9606,97.5,2024-01-02 11:13:41.431
9607,48.5,2024-01-03 11:40:31.63
9608,84.0,2024-01-03 12:38:36.563
9609,"",
9610,99.5,2024-01-02 12:50:39.152
9611,84.5,2024-01-03 13:00:03.048
9612,"",
9613,74.5,2024-01-03 13:00:53.163
9614,"",
9615,"",
9616,107.0,2024-01-02 12:08:00.451
9617,94.5,2024-01-02 12:36:48.522
9618,81.0,2024-01-03 11:02:27.668
9619,60.5,2023-02-07 15:33:01.949
9620,59.0,2023-02-07 15:20:05.876
9621,"",
9622,"",
9623,"",
9624,"",
9625,"",
9626,"",
9627,"",
9628,"",
9629,"",
9630,"",
9631,"",
9632,"",
9633,"",
9634,"",
9635,"",
9636,"",
9637,"",
9638,"",
9639,"",
9640,"",
9641,"",
9642,"",
9643,"",
9644,"",
9645,"",
9646,"",
9647,"",
9648,"",
9649,86.5,2024-01-03 12:44:58.654
9650,94.5,2024-01-03 11:14:40.983
9651,96.0,2024-01-02 11:36:15.111
9652,89.5,2024-01-03 08:59:56.475
9653,104.0,2024-01-02 11:17:18.572
9654,89.0,2024-01-03 11:52:34.367
9655,95.5,2024-01-03 11:28:29.501
9656,106.0,2024-01-02 11:00:47.304
9657,106.0,2024-01-02 12:21:41.316
9658,114.0,2024-01-02 11:19:06.838
9659,101.0,2024-01-03 13:47:05.966
9660,91.5,2023-08-27 11:36:53.639
9661,98.5,2024-01-02 10:27:10.938
9662,78.0,2024-01-03 13:09:41.498
9663,102.0,2024-01-02 11:05:40.36
9664,"",
9665,99.0,2024-01-03 09:54:10.315
9666,112.0,2024-01-03 08:52:59.299
9667,90.5,2024-01-03 13:40:18.143
9668,93.5,2024-01-03 09:39:09.701
9669,79.5,2024-01-02 09:22:31.571
9670,87.0,2024-01-02 10:31:19.416
9671,"",
9672,94.5,2024-01-02 12:27:08.272
9673,90.0,2023-08-27 08:39:01.956
9674,99.5,2023-08-27 11:54:38.059
9675,116.0,2024-01-03 09:27:24.679
9676,88.0,2024-01-03 12:12:28.109
9677,97.0,2024-01-03 13:16:46.215
9678,94.5,2024-01-03 13:23:27.761
9679,95.0,2024-01-03 12:34:49.845
9680,69.0,2024-01-03 08:48:54.097
9681,"",
9682,91.5,2024-01-03 13:21:01.051
9683,99.0,2024-01-03 12:28:10.198
9684,90.5,2023-08-27 11:12:34.263
9685,103.0,2024-01-02 11:43:34.794
9686,98.2,2024-01-02 12:18:14.682
9687,86.5,2024-01-02 11:21:16.127
9688,116.0,2024-01-02 09:41:04.271
9689,88.0,2024-01-03 09:55:34.894
9690,86.0,2024-01-02 09:28:05.305
9691,"",
9692,78.0,2023-02-07 15:06:28.629
9693,80.5,2024-01-03 11:38:10.895
9694,108.0,2024-01-03 08:24:24.149
9695,107.0,2024-01-02 09:47:44.657
9696,92.0,2024-01-02 12:20:48.394
9697,115.0,2024-01-03 11:51:23.193
9698,100.0,2024-01-02 09:40:18.077
9699,94.5,2024-01-02 11:21:00.652
9700,93.0,2024-01-03 13:11:41.815
9702,"",
9703,112.0,2024-01-03 09:15:17.436
9704,95.0,2024-01-02 12:50:16.445
9705,"",
9706,94.0,2024-01-02 12:16:36.292
9707,70.0,2024-01-03 11:09:18.728
9708,85.5,2024-01-03 08:27:38.397
9709,82.0,2024-01-02 11:52:24.982
9710,94.0,2023-08-27 08:09:52.114
9711,98.5,2024-01-03 13:24:47.218
9712,95.5,2024-01-03 13:47:24.728
9713,"",
9714,68.5,2024-01-02 11:48:34.964
9715,"",
9716,95.5,2024-01-02 12:19:39.979
9717,84.5,2024-01-03 13:45:38.358
9718,90.0,2023-08-27 12:29:33.069
9719,88.5,2024-01-03 11:49:44.671
9720,97.5,2024-01-03 12:40:07.541
9721,101.0,2024-01-03 11:25:24.622
9722,96.5,2024-01-03 08:54:55.578
9723,98.5,2024-01-03 12:29:55.768
9724,92.0,2023-08-27 09:14:49.749
9725,"",
9726,34,2022-11-30 10:52:40.279
9727,64.0,2023-02-07 15:48:22.201
9728,91.0,2024-01-03 12:28:25.247
9729,94.5,2024-01-02 11:57:01.624
9730,98.5,2024-01-02 11:35:04.925
9731,86.0,2024-01-03 12:32:03.506
9732,79,2024-01-02 12:09:49.884
9733,92.0,2023-08-27 09:20:24.325
9734,99.0,2024-01-03 11:03:39.369
9735,55.0,2024-01-02 11:16:27.502
9736,87.0,2024-01-03 11:13:05.04
9737,"",
9738,104.0,2024-01-02 09:46:42.58
9739,"",
9740,83.0,2024-01-03 11:58:03.938
9741,0.0,
9742,80.0,2023-02-07 14:59:17.248
9743,92.5,2024-01-02 12:54:58.817
9744,72.0,2023-02-07 15:16:48.266
9745,81.0,2024-01-02 11:05:08.714
9746,80.5,2024-01-03 08:34:05.258
9747,90.0,2024-01-03 12:14:19.588
9748,83.5,2024-01-02 10:58:22.752
9749,89.5,2024-01-03 13:25:04.396
9750,"",
9751,102.0,2024-01-03 08:24:07.891
9752,62.0,2023-02-05 13:08:13.751
9753,"",
9754,84.0,2024-01-03 13:34:42.325
9755,102.0,2024-01-02 09:17:38.726
9756,91.5,2024-01-02 11:32:46.095
9757,95.5,2024-01-02 11:29:01.834
9758,93.0,2024-01-02 12:28:21.706
9759,92.0,2024-01-02 11:52:48.516
9760,107.0,2024-01-02 11:04:13.179
9761,"",
9762,59.0,2023-02-07 15:12:54.492
9763,76.5,2024-01-03 12:48:38.237
9764,89.5,2024-01-03 13:35:11.907
9765,58.0,2024-01-04 09:34:54.328
9766,102,2024-01-04 10:30:39.465
9767,86.5,2024-01-03 11:39:21.681
9768,97.0,2024-01-03 09:07:45.395
9769,102.0,2024-01-03 13:24:25.64
9770,53.0,2023-06-11 12:49:34.086
9771,82.5,2024-01-03 09:18:15.734
9772,"",
9773,85.5,2024-01-03 08:45:53.369
9774,95.5,2024-01-03 12:49:40.919
9775,76.5,2024-01-03 13:06:19.256
9776,"",
9777,59.5,2023-02-07 15:07:22.84
9778,102.0,2024-01-03 11:55:35.933
9779,88.0,2024-01-02 11:15:52.062
9780,85.5,2024-01-03 12:18:08.727
9781,33.0,2023-02-07 14:31:15.792
9782,101.0,2024-01-03 09:20:58.812
9783,93.0,2024-01-03 13:25:49.048
9784,86.0,2024-01-03 11:59:11.005
9785,54.5,2023-02-07 15:24:24.965
9786,97.0,2024-01-02 11:02:18.118
9787,94,2024-01-03 12:30:54.451
9789,92.0,2024-01-03 09:32:42.722
9790,90.5,2024-01-03 13:14:31.576
9791,64.0,2023-02-07 15:18:50.506
9792,76.5,2024-01-03 11:52:18.576
9793,65.5,2023-02-07 14:54:09.598
9796,172,2023-02-07 15:45:29.035
9803,127,2023-01-11 15:53:31.864
9813,92,2023-08-09 14:36:18.639
9826,133,2024-01-04 09:15:50.922
9827,49.5,2024-01-02 09:38:41.932
9828,59.5,2024-01-02 09:29:51.892
9829,74.5,2024-01-04 09:53:55.376
9830,"",
9831,78.5,2024-01-04 10:09:44.273
9832,49.5,2024-01-02 11:26:15.322
9833,58.5,2024-01-03 09:04:15.462
9834,52.0,2024-01-02 12:40:15.913
9835,"",
9836,55.5,2024-01-03 13:06:43.278
9837,62.5,2024-01-02 11:20:47.08
9838,65.5,2024-01-03 12:42:11.704
9839,67.0,2024-01-03 12:42:02.727
9840,62.5,2024-01-02 11:08:18.67
9841,39.5,2024-01-04 09:16:51.289
9842,"",
9843,62.0,2024-01-03 13:20:47.746
9844,58.0,2024-01-03 13:32:37.458
9845,63.5,2024-01-03 09:17:20.465
9846,"",
9847,79.5,2024-01-02 10:20:38.298
9848,50.5,2024-01-02 11:57:55.308
9849,"",
9850,64.0,2024-01-02 11:54:49.496
9851,60.0,2024-01-02 10:22:07.599
9852,55.5,2024-01-02 12:33:05.157
9853,71.0,2024-01-02 09:45:40.24
9854,52.5,2024-01-02 11:06:10.967
9855,43.0,2024-01-02 10:29:01.662
9856,"",
9857,74.5,2024-01-02 12:25:19.893
9858,60.5,2024-01-03 12:25:06.941
9859,54.0,2024-01-02 12:59:36.902
9860,51.0,2024-01-02 09:47:25.634
9861,52.5,2024-01-02 10:56:45.957
9862,58.5,2024-01-03 13:37:38.726
9863,55.5,2024-01-02 12:57:37.739
9864,63.0,2024-01-02 12:53:24.643
9865,50.0,2024-01-03 12:36:44.959
9866,48.0,2024-01-03 12:24:31.543
9867,"",
9868,52.0,2024-01-03 12:24:57.41
9869,64.5,2024-01-03 12:32:29.927
9870,58.0,2024-01-03 13:09:28.061
9871,80.5,2024-01-02 10:08:07.639
9872,48.5,2024-01-02 11:58:57.358
9873,52.0,2024-01-02 09:27:52.667
9874,"",
9875,68.0,2024-01-03 13:34:59.501
9876,56.0,2024-01-03 13:14:03.333
9877,"",
9878,"",
9879,"",
9880,"",
9881,"",
9882,"",
9883,54.5,2024-01-03 13:37:50.961
9884,54.5,2024-01-03 10:59:57.315
9885,"",
9886,62.0,2024-01-02 13:03:44.161
9887,51.0,2024-01-02 11:32:00.739
9888,53.0,2024-01-03 12:42:32.246
9889,"",
9890,"",
9891,69.0,2024-01-03 08:57:47.117
9892,"",
9893,61.0,2024-01-02 11:16:56.134
9894,61.5,2024-01-02 10:25:07.612
9895,49.5,2024-01-02 09:24:12.969
9896,76.0,2024-01-04 09:54:14.053
9897,52.0,2024-01-03 13:09:56.465
9898,56.5,2024-01-03 08:51:56.797
9899,"",
9900,62.5,2024-01-02 11:35:43.254
9901,41.5,2024-01-03 12:03:39.832
9902,"",
9903,56.0,2024-01-02 10:09:28.953
9904,50.0,2024-01-03 13:09:13.06
9905,"",
9906,46.5,2024-01-04 09:11:47.131
9907,50.5,2024-01-03 11:57:15.956
9908,"",
9909,89.0,2024-01-04 10:12:44.496
9910,84.0,2024-01-04 10:33:37.5
9911,60.5,2024-01-03 09:03:29.009
9912,55.5,2024-01-03 12:12:15.907
9913,"",
9914,54.0,2024-01-03 12:14:05.431
9915,"",
9916,48.5,2024-01-02 10:12:16.3
9917,56.5,2024-01-03 12:17:14.45
9918,61.0,2024-01-02 12:03:18.965
9919,"",
9920,63.5,2024-01-03 08:32:16.551
9921,"",
9922,0.0,
9923,71.0,2024-01-02 10:21:45.025
9924,59.0,2024-01-03 11:22:40.614
9925,"",
9926,44.5,2024-01-02 12:51:10.348
9927,49.0,2024-01-03 11:57:26.593
9928,"",
9929,52.0,2024-01-03 12:54:40.858
9930,"",
9931,58.5,2024-01-03 09:45:45.436
9932,48.0,2024-01-03 13:40:38.989
9933,63.0,2024-01-02 10:58:38.83
9934,"",
9935,"",
9936,54.5,2024-01-03 12:15:20.053
9937,"",
9938,57.5,2024-01-02 10:59:41.752
9939,72.5,2024-01-04 09:58:52.607
9940,77.0,2024-01-03 09:01:57.241
9941,"",
9942,52.0,2024-01-03 08:23:41.329
9943,"",
9944,59.5,2024-01-03 12:37:25.551
9945,49.5,2024-01-02 09:23:04.426
9946,"",
9947,78.5,2024-01-04 10:42:54.608
9948,44.0,2024-01-03 11:15:33.998
9949,"",
9950,56.0,2024-01-03 13:35:33.453
9951,48.0,2024-01-03 12:26:35.888
9952,"",
9953,66.0,2024-01-03 12:31:45.76
9954,"",
9955,62.5,2024-01-03 13:41:09.528
9956,64.5,2024-01-03 13:27:42.356
9957,68.0,2024-01-02 09:46:12.064
9958,61.5,2024-01-03 11:02:51.135
9959,53.5,2024-01-03 13:06:00.942
9960,62.5,2024-01-02 10:25:45.965
9961,49.5,2024-01-02 12:02:21.022
9962,61.5,2024-01-03 09:38:15.826
9963,66.5,2024-01-03 11:08:41.469
9964,44.5,2024-01-02 10:48:34.85
9965,78.5,2024-01-04 10:02:03.604
9966,46.5,2024-01-02 11:07:54.583
9967,"",
9968,47.5,2024-01-02 10:20:26.755
9969,43.5,2024-01-03 08:24:42.014
9970,44.5,2024-01-02 11:03:45.243
9971,63.5,2024-01-02 11:51:39.962
9972,"",
9973,61.5,2024-01-03 13:36:44.111
9974,"",
9975,50.0,2024-01-02 10:26:10.86
9976,59.0,2024-01-02 13:03:09.161
9977,56.0,2024-01-03 12:35:21.135
9978,47.5,2024-01-02 09:57:20.421
9979,44.5,2024-01-02 10:29:29.244
9980,62.5,2024-01-03 13:17:45.294
9981,73.5,2024-01-03 08:28:08.616
9982,50.0,2024-01-03 12:07:22.957
9983,72.0,2024-01-02 09:49:23.24
9984,62.5,2024-01-02 13:05:04.927
9985,48.5,2024-01-02 09:46:31.437
9986,"",
9987,55.5,2024-01-03 13:10:44.14
9988,42.0,2024-01-04 09:05:31.405
9989,44.0,2024-01-02 10:49:27.432
9990,55.0,2023-08-09 07:31:12.043
9991,60.0,2024-01-02 12:02:55.783
9992,62.5,2024-01-03 08:42:48.619
9993,"",
9994,52.0,2024-01-02 10:11:50.523
9995,"",
9996,"",
9997,53.0,2024-01-03 11:22:07.213
9998,60.5,2024-01-03 13:33:31.416
9999,60.0,2024-01-03 13:28:03.414
10000,"",
10001,45.0,2024-01-03 09:24:45.503
10002,43.5,2024-01-04 09:10:36.403
10003,40.0,2024-01-02 11:08:07.634
10004,"",
10005,84.0,2024-01-04 10:21:39.21
10006,53.0,2024-01-03 08:48:10.95
10007,56.5,2024-01-02 10:05:23.635
10008,"",
10009,59.0,2024-01-02 12:07:52.862
10010,71.5,2024-01-02 11:31:46.456
10011,"",
10012,62.0,2024-01-02 11:14:34.85
10013,76.0,2024-01-03 12:53:05.167
10014,58.5,2024-01-02 11:54:22.297
10015,54.0,2024-01-02 11:31:34.753
10016,48.5,2024-01-03 08:33:23.814
10017,"",
10018,54.0,2024-01-03 12:43:44.353
10019,50.5,2024-01-02 11:14:24.363
10020,"",
10021,54.5,2024-01-02 09:19:39.755
10022,52.0,2024-01-02 12:25:39.481
10023,48.0,2024-01-03 12:17:40.183
10024,44.0,2024-01-02 13:03:31.451
10025,46.0,2024-01-03 12:15:02.554
10026,55.0,2024-01-02 09:57:46.586
10027,44.5,2024-01-03 13:20:12.62
10028,57.5,2024-01-03 11:41:22.127
10029,68.0,2024-01-02 10:14:11.896
10030,"",
10031,57.0,2024-01-03 12:25:29.982
