animal_id,tag,rfid,dob,sex,breed_date,dam,dam_date
9158,OR03314,964001035779551,2022-03-14 00:00:00,Wether,,19031,2022-03-15 10:46:35.631
9159,22107,964001035779552,2022-03-14 00:00:00,Female,,20053,2022-03-15 10:52:40.374
9160,OR02944,964001035779553,2022-03-14 00:00:00,Female,,20053,2022-03-15 10:53:37.623
9161,22061,964001035780169,2022-03-14 00:00:00,Female,,16236,2022-03-15 11:01:35.284
9162,OR03220,964001035779555,2022-03-14 00:00:00,Female,,20023,2022-03-15 11:08:39.156
9163,OR03014,964001035779556,2022-03-14 00:00:00,Wether,,20023,2022-03-15 11:09:22.247
9164,OR02992,964001035779557,2022-03-14 00:00:00,Wether,,ORO1579,2022-03-15 11:17:10.689
9165,OR03301,964001035779558,2022-03-14 00:00:00,Wether,,15030,2022-03-15 11:22:29.276
9166,OR024108,964001035779559,2022-03-14 00:00:00,Male,,15030,2022-03-15 11:23:14.392
9167,OR03108,964001035779549,2022-03-14 00:00:00,Wether,,15030,2022-03-15 11:23:49.939
9168,OR03355,964001035779548,2022-03-14 00:00:00,Wether,,18177,2022-03-15 11:30:14.257
9169,OR03204,964001035779547,2022-03-14 00:00:00,Wether,,20239,2022-03-15 11:35:04.748
9170,OR024050,964001035779546,2022-03-14 00:00:00,Female,,16178,2022-03-15 11:38:48.952
9171,OR03057,964001035779545,2022-03-14 00:00:00,Wether,,16178,2022-03-15 11:39:52.182
9172,OR03078,964001035779544,2022-03-14 00:00:00,Wether,,19221,2022-03-15 11:44:08.524
9173,22067,964001035779543,2022-03-14 00:00:00,Female,,20005,2022-03-15 11:46:47.539
9174,OR03316,964001035779542,2022-03-14 00:00:00,Wether,,19125,2022-03-15 11:50:53.177
9175,OR03091,964001035779541,2022-03-14 00:00:00,Female,,19125,2022-03-15 11:51:56.811
9176,176,964001035779540,2022-03-14 00:00:00,Male,,16015,2022-03-15 11:56:55.379
9177,22126,964001035779560,2022-03-15 00:00:00,Wether,,20092,2022-03-16 08:58:29.291
9178,19238S,964001035779562,2022-03-15 00:00:00,Male,,17050,2022-03-16 09:03:13.951
9179,22150,964001035779561,2022-03-15 00:00:00,Female,,20117,2022-03-16 09:09:41.868
9180,20124AD,964001035779563,2022-03-15 00:00:00,Male,,20124,2022-03-16 09:12:51.878
9181,22110,964001035779564,2022-03-15 00:00:00,Female,,20124,2022-03-16 09:13:41.357
9182,17299A,964001035779565,2022-03-15 00:00:00,Female,,17299,2022-03-16 09:17:07.474
9183,OR03198,964001035779567,2022-03-15 00:00:00,Wether,,17299,2022-03-16 09:18:04.63
9184,OR03103,964001035779568,2022-03-15 00:00:00,Female,,18267,2022-03-16 09:20:34.813
9185,OR03207,964001035779569,2022-03-15 00:00:00,Female,,18267,2022-03-16 09:21:20.188
9186,OR02937,964001035779566,2022-03-15 00:00:00,Female,,17188,2022-03-16 09:24:50.979
9187,OR02935,964001035779570,2022-03-15 00:00:00,Wether,,17188,2022-03-16 09:25:55.514
9188,OR03242,964001035779572,2022-03-15 00:00:00,Wether,,16101,2022-03-16 09:31:03.007
9189,16101B,964001035779571,2022-03-15 00:00:00,Male,,16101,2022-03-16 09:31:55.535
9190,22140,964001035779573,2022-03-15 00:00:00,Female,,19073,2022-03-16 09:34:30.361
9191,19169AD,964001035779574,2022-03-15 00:00:00,Male,,19169,2022-03-16 09:38:17.255
9192,OR03185,964001035779575,2022-03-15 00:00:00,Wether,,19169,2022-03-16 09:39:21.116
9193,17393AD,964001035779577,2022-03-15 00:00:00,Female,,17393,2022-03-16 09:41:34.219
9194,22114,964001035779578,2022-03-15 00:00:00,Female,,17393,2022-03-16 09:42:47.567
9195,20034S,964001035779579,2022-03-15 00:00:00,Female,,UNKNOWN,2022-03-24 15:13:36.279
9196,OR03227,964001035779590,2022-03-15 00:00:00,Wether,,20165,2022-03-16 09:49:13.432
9197,22070,964001035779591,2022-03-15 00:00:00,Female,,18131,2022-03-16 09:51:18.712
9198,OR03317,964001035779593,2022-03-15 00:00:00,Wether,,19018,2022-03-16 09:54:10.846
9199,OR03297,964001035779592,2022-03-15 00:00:00,Female,,19018,2024-01-12 11:01:29.358
9200,OR03063,964001035779594,2022-03-15 00:00:00,Wether,,20048,2022-03-16 09:56:54.243
9201,22079,964001035779596,2022-03-15 00:00:00,Female,,20104,2022-03-16 09:59:13.569
9202,22004,964001035779595,2022-03-15 00:00:00,Female,,20104,2022-03-16 10:00:34.305
9203,20031S,964001035779597,2022-03-15 00:00:00,Female,,20031,2022-03-16 10:02:08.56
9204,OR03195,964001035779598,2022-03-15 00:00:00,Wether,,20221,2022-03-16 10:04:16.93
9205,OR02962,964001035779599,2022-03-15 00:00:00,Wether,,16058,2022-03-16 10:07:36.048
9206,OR03322,964001035779580,2022-03-15 00:00:00,Wether,,16058,2022-03-16 10:08:54.201
9207,OR03215,964001035779581,2022-03-15 00:00:00,Male,,17268,2022-03-16 10:10:55.451
9208,17268B,964001035779582,2022-03-15 00:00:00,Male,,17268,2022-03-16 10:11:40.126
9209,22147,964001035779583,2022-03-15 00:00:00,Female,,19136,2022-03-16 10:14:22.23
9210,OR03302,964001035779585,2022-03-15 00:00:00,Wether,,20049,2022-03-16 10:20:32.171
9211,OR03362,964001035779586,2022-03-16 00:00:00,Wether,,16077,2022-03-17 11:14:41.628
9212,OR03067,964001035779587,2022-03-16 00:00:00,Female,,16077,2022-03-17 11:15:24.599
9213,OR03326,964001035779589,2022-03-16 00:00:00,Wether,,20098,2022-03-17 11:24:10.14
9214,22154,964001035779600,2022-03-16 00:00:00,Female,,20014,2022-03-17 11:32:02.942
9215,18291A,964001035779601,2022-03-16 00:00:00,Male,,18291,2022-03-17 11:37:30.203
9216,22164,964001035779602,2022-03-16 00:00:00,Female,,20033,2022-03-17 11:38:32.398
9217,OR03052,964001035779603,2022-03-16 00:00:00,Female,,20245,2022-03-17 11:43:42.497
9218,OR024030,964001035779604,2022-03-16 00:00:00,Female,,14084,2022-03-17 11:48:17.647
9219,OR024051,964001035779605,2022-03-16 00:00:00,Wether,,14084,2022-03-17 11:49:34.502
9220,OR03172,964001035779606,2022-03-16 00:00:00,Female,,16149,2022-03-17 11:59:54.577
9221,OR03004,964001035779607,2022-03-16 00:00:00,Wether,,16149,2022-03-17 12:00:54.896
9222,22046,964001035779608,2022-03-16 00:00:00,Female,,18120,2022-03-17 12:05:33.102
9224,OR02926,964001035779609,2022-03-17 00:00:00,Wether,,20019,2022-03-18 09:51:35.253
9225,OR03181,964001035779610,2022-03-17 00:00:00,Wether,,20019,2022-03-18 09:52:29.898
9226,22119,964001035779611,2022-03-17 00:00:00,Female,,20085,2022-03-18 09:55:07.465
9227,OR03156,964001035779612,2022-03-17 00:00:00,Wether,,20141,2022-03-18 10:02:03.701
9228,OR03122,964001035779614,2022-03-17 00:00:00,Wether,,19036,2022-03-18 10:04:54.326
9229,22010,964001035779613,2022-03-17 00:00:00,Female,,19036,2022-03-18 10:05:46.782
9230,OR03166,964001035779615,2022-03-17 00:00:00,Wether,,20093,2022-03-18 10:09:07.939
9231,OR03342,964001035779618,2022-03-17 00:00:00,Female,,20093,2022-03-18 10:09:49.223
9232,OR03036,964001035779619,2022-03-17 00:00:00,Wether,,20100,2022-03-18 10:13:47.22
9233,20238S,964001035779616,2022-03-17 00:00:00,Female,,20238,2022-03-18 10:15:02.135
9234,22005,964001035779617,2022-03-18 00:00:00,Female,,19196,2022-03-19 10:22:13.466
9235,17031S,964001035779630,2022-03-18 00:00:00,Male,,17031,2022-03-19 10:24:56.989
9236,22168,964001035779631,2022-03-18 00:00:00,Female,,18163,2022-03-19 10:28:18.352
9237,OR03022,964001035779632,2022-03-18 00:00:00,Female,,18163,2022-03-19 10:29:10.53
9238,OR03361,964001035779633,2022-03-18 00:00:00,Wether,,20108,2022-03-19 10:32:05.211
9239,20180B,964001035779634,2022-03-18 00:00:00,Male,,20180,2022-03-19 10:32:41.994
9240,OR02998,964001035779635,2022-03-18 00:00:00,Female,,19149,2022-03-19 10:35:45.396
9241,22159,964001035779636,2022-03-18 00:00:00,Female,,17499,2022-03-19 10:39:29.601
9242,OR03136,964001035779638,2022-03-18 00:00:00,Wether,,20074,2022-03-19 10:44:08.505
9243,OR03009,964001035779637,2022-03-18 00:00:00,Wether,,20090,2022-03-19 10:46:00.466
9244,OR03389,964001035779639,2022-03-18 00:00:00,Wether,,16090,2022-03-19 10:50:01.777
9245,OR03372,964001035779620,2022-03-19 00:00:00,Wether,,17115,2022-03-20 11:07:36.228
9246,OR03218,964001035779621,2022-03-19 00:00:00,Wether,,17115,2022-03-20 11:11:39.188
9247,OR03252,964001035779623,2022-03-19 00:00:00,Female,,16019,2022-03-20 11:33:48.919
9248,OR03134,964001035779622,2022-03-19 00:00:00,Wether,,16019,2022-03-20 11:39:21.396
9249,OR03272,964001035779624,2022-03-19 00:00:00,Wether,,19141,2022-03-20 11:44:23.084
9250,20179AD,964001035779625,2022-03-19 00:00:00,Female,,20179,2022-03-20 11:51:00.081
9251,20179BD,964001035779626,2022-03-19 00:00:00,Female,,20179,2022-03-20 11:53:23.044
9252,OR03141,964001035779627,2022-03-19 00:00:00,Wether,,17027,2022-03-20 11:58:20.482
9253,163,964001035779628,2022-03-19 00:00:00,Male,,19114,2022-03-20 12:04:28.441
9254,OR03223,964001035779640,2022-03-19 00:00:00,Female,,19035,2022-03-20 12:12:32.73
9255,OR03152,964001035779629,2022-03-19 00:00:00,Wether,,19035,2022-03-20 12:15:08.504
9256,OR03029,964001035779641,2022-03-19 00:00:00,Female,,20225,2022-03-20 12:18:29.849
9257,OR03210,964001035779643,2022-03-19 00:00:00,Wether,,18159,2022-03-21 09:53:47.888
9258,OR03258,964001035779644,2022-03-19 00:00:00,Female,,18159,2022-03-21 09:57:27.47
9259,22003,964001035779642,2022-03-20 00:00:00,Female,,19176,2022-03-21 10:04:05.564
9260,OR03400,964001035779645,2022-03-20 00:00:00,Wether,,19176,2024-01-12 11:00:55.564
9261,OR02954,964001035780162,2022-03-19 00:00:00,Wether,,20044,2022-03-21 10:09:53.122
9262,OR024065,964001035779647,2022-03-20 00:00:00,Female,,21056,2022-03-21 10:17:58.047
9263,OR02934,964001035779648,2022-03-19 00:00:00,Wether,,16017,2022-03-21 10:24:58.198
9264,22069,964001035779649,2022-03-19 00:00:00,Female,,16017,2022-03-21 10:28:23.027
9265,OR03126,964001035779650,2022-03-19 00:00:00,Wether,,20167,2022-03-21 10:31:48.534
9266,20167BD,964001035779651,2022-03-19 00:00:00,Female,,20167,2022-03-21 10:33:18.476
9267,OR02945,964001035779652,2022-03-19 00:00:00,Wether,,17313,2022-03-21 10:37:57.152
9268,17313B,964001035779653,2022-03-19 00:00:00,Female,,17313,2022-03-21 10:40:03.511
9269,17491AD,964001035779654,2022-03-19 00:00:00,Male,,17491,2022-03-21 10:44:48.716
9270,22104,964001035779655,2022-03-19 00:00:00,Female,,17491,2022-03-21 10:46:13.584
9271,20250AD,964001035779656,2022-03-18 00:00:00,Female,,20250,2022-03-21 10:50:31.325
9272,22091,964001035779657,2022-03-18 00:00:00,Female,,20250,2022-03-21 10:52:20.338
9273,OR03295,964001035779658,2022-03-19 00:00:00,Wether,,21057,2022-03-21 12:12:35.798
9274,OR02940,964001035779659,2022-03-19 00:00:00,Wether,,21057,2022-03-21 12:13:43.012
9275,OR03300,964001035779669,2022-03-21 00:00:00,Wether,,17093,2022-03-22 12:36:07.615
9276,21058BD,964001035779668,2022-03-21 00:00:00,Male,,17093,2022-03-22 12:37:05.683
9277,OR024058,964001035779667,2022-03-20 00:00:00,Wether,,20034,2022-03-22 12:46:28.295
9278,OR03369,964001035779666,2022-03-21 00:00:00,Female,,20034,2022-03-22 12:47:11.589
9279,OR02939,964001035779665,2022-03-19 00:00:00,Wether,,17018,2022-03-22 12:52:47.305
9280,21059B,964001035779664,2022-03-19 00:00:00,Male,,17018,2022-03-22 12:53:44.188
9281,20009S,964001035779663,2022-03-21 00:00:00,Female,,20009,2022-03-22 12:59:12.085
9282,22117,964001035779662,2022-03-21 00:00:00,Female,,19153,2022-03-22 13:02:00.198
9283,OR03149,964001035779661,2022-03-21 00:00:00,Female,,19153,2022-03-22 13:02:56.426
9284,OR03100,964001035779660,2022-03-21 00:00:00,Wether,,17045,2022-03-22 13:11:06.335
9285,OR03058,964001035779670,2022-03-21 00:00:00,Wether,,17045,2022-03-22 13:11:42.843
9286,OR03239,964001035779671,2022-03-21 00:00:00,Wether,,19160,2022-03-22 13:14:45.982
9287,OR03086,964001035779672,2022-03-21 00:00:00,Wether,,20136,2022-03-22 13:17:52.706
9288,OR03382,964001035779673,2022-03-21 00:00:00,Wether,,20136,2022-03-22 13:18:34.47
9289,OR03370,964001035779674,2022-03-21 00:00:00,Female,,19081,2022-03-22 13:24:59.493
9290,OR03131,964001035779675,2022-03-21 00:00:00,Female,,19081,2022-03-22 13:25:47.632
9291,OR03032,964001035779676,2022-03-21 00:00:00,Female,,16057,2022-03-22 13:48:59.557
9292,OR02966,964001035779677,2022-03-21 00:00:00,Female,,16057,2022-03-22 13:49:43.784
9293,OR03162,964001035779679,2022-03-21 00:00:00,Wether,,16044,2022-03-22 13:56:03.319
9294,OR03365,964001035779680,2022-03-21 00:00:00,Wether,,16174,2022-03-22 14:00:29.307
9295,16174BD,964001035779681,2022-03-21 00:00:00,Female,,16174,2022-03-22 14:01:04.508
9296,OR024029,964001035779682,2022-03-22 00:00:00,Wether,,20136,2022-03-22 14:06:21.032
9297,22132,964001035779683,2022-03-21 00:00:00,Female,,18016,2022-03-22 14:10:03.251
9298,OR03031,964001035779684,2022-03-21 00:00:00,Female,,19003,2022-03-22 14:13:04.317
9299,22175,964001035779685,2022-03-21 00:00:00,Female,,17309,2022-03-22 14:15:45.062
9300,OR024034,964001035779686,2022-03-21 00:00:00,Wether,,20081,2022-03-22 14:18:46.37
9301,OR03049,964001035779687,2022-03-21 00:00:00,Wether,,19040,2022-03-22 14:22:37.013
9302,21063A,964001035779688,2022-03-22 00:00:00,Male,,17161,2022-03-23 09:26:45.387
9303,21063B,964001035779689,2022-03-22 00:00:00,Female,,17161,2022-03-23 09:27:26.434
9304,OR03283,964001035779690,2022-03-22 00:00:00,Wether,,18132,2022-03-23 09:33:00.399
9305,OR024017,964001035779691,2022-03-21 00:00:00,Wether,,18008,2022-03-23 09:36:32.131
9306,OR02967,964001035779692,2022-03-21 00:00:00,Female,,18008,2022-03-23 09:37:21.274
9307,17132A,964001035779694,2022-03-22 00:00:00,Female,,17132,2022-03-23 09:42:46.997
9308,OR03188,964001035779693,2022-03-22 00:00:00,Wether,,17132,2022-03-23 09:43:43.767
9309,16095A,964001035779695,2022-03-22 00:00:00,Female,,16095,2022-03-23 09:45:38.017
9310,OR03028,964001035779696,2022-03-22 00:00:00,Wether,,16095,2022-03-23 09:47:15.968
9311,OR03246,964001035779697,2022-03-22 00:00:00,Wether,,20187,2022-03-23 09:49:25.259
9312,OR024045,964001035779698,2022-03-22 00:00:00,Female,,20187,2022-03-23 09:50:18.919
9313,22082,964001035779699,2022-03-22 00:00:00,Female,,15028,2022-03-23 09:54:33.773
9314,15028BD,964001035779700,2022-03-22 00:00:00,Male,,15028,2022-03-23 09:55:36.151
9315,OR03025,964001035779701,2022-03-22 00:00:00,Wether,,16118,2022-03-23 09:58:50.336
9316,19195AD,964001035779702,2022-03-22 00:00:00,Female,,19195,2022-03-23 10:01:20.847
9317,OR03222,964001035779703,2022-03-22 00:00:00,Wether,,19195,2022-03-23 10:02:07.927
9318,OR024056,964001035779704,2022-03-22 00:00:00,Wether,,20166,2022-03-23 10:06:46.124
9319,OR03308,964001035779705,2022-03-22 00:00:00,Female,,20166,2022-03-23 10:07:20.007
9320,OR03273,964001035779706,2022-03-22 00:00:00,Wether,,19109,2022-03-23 10:09:39.903
9321,22103,964001035779707,2022-03-22 00:00:00,Female,,19109,2022-03-23 10:10:22.711
9322,19096S,964001035779708,2022-03-22 00:00:00,Male,,19096,2022-03-23 10:13:38.386
9323,22DOA18141A,"",2022-01-01 00:00:00,Female,,18141,2022-03-23 13:36:53.859
9324,22DOA18141B,"",2022-01-21 00:00:00,Female,,18141,2022-03-23 13:37:47.748
9325,22DOA17145S,"",,Female,,17145,2022-03-23 15:01:14.973
9326,22DOA17394A,"",,Male,,17166,2022-03-23 15:09:33.903
9327,22DOA17394B,"",,Female,,17166,2022-03-23 15:10:54.909
9328,OR03249,964001035779719,2022-03-23 00:00:00,Wether,,16009,2022-03-24 10:35:44.351
9329,OR03079,964001035779709,2022-03-23 00:00:00,Female,,16009,2022-03-24 10:37:12.694
9330,OR03340,964001035779717,2022-03-23 00:00:00,Wether,,20012,2022-03-24 10:39:17.631
9331,20012B,964001035779718,2022-03-23 00:00:00,Female,,20012,2022-03-24 10:39:54.672
9332,22122,964001035779716,2022-03-23 00:00:00,Female,,16250,2022-03-24 10:43:19.5
9333,171,964001035779715,2022-03-23 00:00:00,Male,,18043,2022-03-24 10:46:37.495
9334,22157,964001035779714,2022-03-23 00:00:00,Female,,18075,2022-03-24 10:49:46.672
9335,OR03175,964001035779711,2022-03-23 00:00:00,Female,,16270,2022-03-24 10:55:58.505
9336,OR03303,964001035779712,2022-03-23 00:00:00,Female,,16270,2022-03-24 10:56:56.307
9337,OR02922,964001035779710,2022-03-23 00:00:00,Wether,,16125,2022-03-24 10:58:38.505
9338,OR02982,964001035779713,2022-03-23 00:00:00,Wether,,16125,2022-03-24 11:00:02.888
9339,OR03292,964001035779730,2022-03-23 00:00:00,Female,,20143,2022-03-24 11:04:34.255
9340,OR024036,964001035779731,2022-03-23 00:00:00,Female,,20143,2022-03-24 11:05:17.468
9341,168,964001035779732,2022-03-23 00:00:00,Male,,20116,2022-03-24 11:08:24.466
9342,20051S,964001035779733,2022-03-23 00:00:00,Wether,,20051,2022-03-24 11:12:09.924
9343,22124,964001035779734,2022-03-23 00:00:00,Female,,20192,2022-03-24 11:14:34.196
9344,OR024061,964001035779735,2022-03-23 00:00:00,Female,,20192,2022-03-24 11:15:21.664
9345,OR03094,964001035779736,2022-03-23 00:00:00,Wether,,20013,2022-03-24 11:19:01.627
9346,21067,964001035779737,2020-05-22 00:00:00,Female,,UNKNOWN,2024-01-12 11:20:19.913
9347,OR03378,964001035779738,2022-03-23 00:00:00,Wether,,21067,2022-03-24 11:24:47.144
9348,21067B,964001035779739,2022-03-23 00:00:00,Male,,21067,2022-03-24 11:25:58.654
9349,OR024041,964001035779720,2022-03-23 00:00:00,Wether,,20223,2022-03-24 11:35:03.322
9350,OR03216,964001035779721,2022-03-23 00:00:00,Female,,16120,2022-03-24 11:36:57.718
9351,OR024064,964001035779722,2022-03-23 00:00:00,Wether,,16120,2022-03-24 11:37:45.213
9352,22162,964001035779723,2022-03-23 00:00:00,Female,,16238,2022-03-24 11:42:14.406
9353,OR03221,964001035779725,2022-03-23 00:00:00,Female,,16018,2022-03-24 11:49:06.286
9354,21065B,964001035779724,2022-03-23 00:00:00,Female,,16018,2022-03-24 11:50:15.421
9355,OR02950,964001035779726,2022-03-23 00:00:00,Wether,,17257,2022-03-24 11:56:26.655
9356,OR03016,964001035779727,2022-03-24 00:00:00,Female,,17245,2022-03-25 10:07:03.438
9357,OR02972,964001035779728,2022-03-24 00:00:00,Female,,17245,2022-03-25 10:08:32.34
9358,22062,964001035779729,2022-03-24 00:00:00,Female,,18186,2022-03-25 10:10:46.812
9359,OR03006,964001035779750,2022-03-24 00:00:00,Wether,,18186,2022-03-25 10:11:46.773
9360,OR03005,964001035779752,2022-03-24 00:00:00,Female,,19069,2022-03-25 10:16:02.546
9361,OR03135,964001035779751,2022-03-24 00:00:00,Wether,,19069,2022-03-25 10:16:52.096
9362,OR024082,964001035779753,2022-03-24 00:00:00,Male,,17258,2022-03-25 10:18:39.284
9363,22023,964001035779754,2022-03-24 00:00:00,Female,,16100,2022-03-25 10:23:14.053
9364,22165,964001035779755,2022-03-24 00:00:00,Female,,16029,2022-03-25 10:29:03.404
9365,OR03112,964001035779757,2022-03-24 00:00:00,Wether,,16029,2022-03-25 10:28:55.102
9366,22177,964001035779758,2022-03-24 00:00:00,Female,,17239,2022-03-25 10:31:15.546
9367,OR03132,964001035779759,2022-03-24 00:00:00,Wether,,16052,2022-03-25 10:35:08.939
9368,OR03083,964001035779740,2022-03-24 00:00:00,Female,,16052,2022-03-25 10:36:00.571
9369,OR02938,964001035779742,2022-03-23 00:00:00,Female,,20169,2022-03-25 10:38:04.527
9370,OR03338,964001035779741,2022-03-23 00:00:00,Wether,,20169,2022-03-25 10:39:13.121
9371,20036C,964001035779743,2022-03-23 00:00:00,Male,,20036,2022-03-25 10:41:32.356
9372,20036D,964001035779744,2022-03-23 00:00:00,Male,,20036,2022-03-25 10:42:13.747
9373,OR03155,964001035779745,2022-03-23 00:00:00,Wether,,20036,2022-03-25 10:42:55.087
9374,OR03265,964001035779746,2022-03-24 00:00:00,Wether,,19120,2022-03-25 10:54:03.499
9375,OR024018,964001035779747,2022-03-24 00:00:00,Female,,20198,2022-03-25 10:58:24.808
9376,20198B,964001035779748,2022-03-24 00:00:00,Male,,20198,2022-03-25 10:59:25.423
9377,19108A,964001035779749,2022-03-23 00:00:00,Male,,19108,2022-03-25 11:01:14.689
9378,OR03142,964001035779770,2022-03-23 00:00:00,Wether,,19108,2022-03-25 11:02:14.225
9379,17159C,964001035779771,2022-03-22 00:00:00,Female,,17159,2022-03-25 11:05:09.153
9380,OR03391,964001035779772,2022-03-22 00:00:00,Female,,17159,2022-03-25 11:06:36.143
9381,OR024038,964001035779773,2022-03-22 00:00:00,Wether,,17159,2022-03-25 11:08:00.33
9382,OR03253,964001035779775,2022-03-23 00:00:00,Wether,,20215,2022-03-25 11:11:14.349
9383,OR03263,964001035779774,2022-03-24 00:00:00,Wether,,19091,2022-03-25 11:15:39.643
9384,OR03007,964001035779776,2022-03-24 00:00:00,Female,,19091,2022-03-25 11:16:20.113
9385,OR03154,964001035779777,2022-03-24 00:00:00,Female,,17155,2022-03-25 11:19:14.375
9386,OR03376,964001035779778,2022-03-24 00:00:00,Female,,17155,2022-03-25 11:20:07.654
9387,OR03088,964001035779779,2022-03-24 00:00:00,Wether,,17217,2022-03-25 11:22:44.402
9388,22141,964001035779760,2022-03-24 00:00:00,Female,,17217,2022-03-25 11:24:07.588
9389,OR03109,964001035779762,2022-03-23 00:00:00,Wether,,09017,2022-03-25 11:27:27.448
9390,OR03161,964001035779761,2022-03-23 00:00:00,Wether,,09017,2022-03-25 11:28:14.396
9391,16014A,964001035779763,2022-03-24 00:00:00,Female,,16014,2022-03-25 11:29:50.469
9392,OR02987,964001035779764,2022-03-24 00:00:00,Wether,,16014,2022-03-25 11:31:04.38
9393,OR03395,964001035779765,2022-03-22 00:00:00,Wether,,19077,2022-03-25 11:34:19.401
9394,OR02933,964001035779767,2022-03-23 00:00:00,Female,,15071,2022-03-25 11:37:20.324
9395,OR03241,964001035779766,2022-03-23 00:00:00,Wether,,15071,2022-03-25 11:39:01.599
9396,18268SD,964001035779768,2022-03-24 00:00:00,Female,,18268,2022-03-25 11:41:09.193
9397,17649AGR,964001035779769,2022-03-23 00:00:00,Male,,15126,2022-03-25 11:44:07.421
9398,OR03328,964001035779789,2022-03-23 00:00:00,Wether,,15126,2022-03-25 11:45:59.468
9399,22075,964001035779788,2022-03-24 00:00:00,Female,,20181,2022-03-25 11:47:32.726
9400,OR03059,964001035779787,2022-03-25 00:00:00,Male,,15004,2022-03-26 10:17:06.432
9401,22019,964001035779785,2022-03-25 00:00:00,Female,,17030,2022-03-26 10:30:19.834
9402,OR03106,964001035779784,2022-03-25 00:00:00,Wether,,16056,2022-03-26 10:37:36.688
9403,16056D,964001035779783,2022-03-25 00:00:00,Male,,16065,2022-03-26 10:38:32.914
9404,OR03153,964001035779782,2022-03-25 00:00:00,Wether,,16056,2022-03-26 10:39:14.58
9405,21090C,964001035779781,2022-03-01 00:00:00,Male,,17242,2022-03-26 10:47:18.528
9406,22120,964001035779780,2022-03-25 00:00:00,Female,,17242,2022-03-26 10:48:16.485
9407,OR03278,964001035779790,2022-03-25 00:00:00,Wether,,17242,2022-03-26 10:49:31.023
9408,18206SD,964001035779791,2022-03-25 00:00:00,Male,,18206,2022-03-26 10:58:16.454
9409,22095,964001035779792,2022-03-25 00:00:00,Female,,18036,2022-03-26 11:01:56.321
9410,OR02941,964001035779793,2022-03-25 00:00:00,Wether,,20144,2022-03-26 11:05:41.626
9411,17165A,964001035779794,2022-03-24 00:00:00,Male,,17165,2022-03-26 11:14:47.867
9412,OR03211,964001035779795,2022-03-24 00:00:00,Wether,,17165,2022-03-26 11:15:45.415
9413,OR02932,964001035779796,2022-03-25 00:00:00,Wether,,18173,2022-03-26 11:36:17.393
9414,OR03234,964001035779797,2022-03-25 00:00:00,Wether,,18173,2022-03-26 11:37:03.349
9415,22181,964001035779798,2022-03-25 00:00:00,Wether,,20137,2022-03-26 11:41:33.481
9416,22038,964001035779799,2022-03-25 00:00:00,Female,,20137,2022-03-26 11:43:03.293
9417,OR024081,964001035779800,2022-03-25 00:00:00,Male,,19075,2022-03-26 15:37:07.102
9418,22178,964001035779801,2022-03-25 00:00:00,Female,,19193,2022-03-26 15:43:11.131
9419,OR03157,964001035779802,2022-03-25 00:00:00,Wether,,20105,2022-03-26 15:45:57.544
9420,OR03209,964001035779803,2022-03-25 00:00:00,Wether,,19001,2022-03-26 15:54:51.299
9421,19001B,964001035779804,2022-03-25 00:00:00,Male,,19001,2022-03-26 15:55:39.435
9422,22016,964001035779805,2022-03-25 00:00:00,Female,,20125,2022-03-26 16:02:09.663
9423,OR024014,964001035779806,2022-03-25 00:00:00,Wether,,17091,2022-03-26 16:47:21.103
9424,20095S,964001035779807,2022-03-01 00:00:00,Female,,20095,2022-03-26 16:50:35.709
9425,OR03048,964001035779808,2022-03-25 00:00:00,Female,,14020,2022-03-26 16:53:56.548
9426,OR02957,964001035779809,2022-03-25 00:00:00,Female,,14020,2022-03-26 16:54:50.73
9427,OR03368,964001035779810,2022-03-25 00:00:00,Female,,19070,2022-03-26 16:57:50.986
9428,22156,964001035779811,2022-03-25 00:00:00,Female,,19070,2022-03-26 16:58:49.581
9429,22088,964001035779812,2022-03-25 00:00:00,Female,,16104,2022-03-26 17:01:50.683
9430,16104B,964001035779813,2022-03-25 00:00:00,Female,,16104,2022-03-26 17:03:04.239
9431,22011,964001035779814,2022-03-25 00:00:00,Female,,17108,2022-03-26 17:06:58.751
9432,OR03011,964001035779815,2022-03-25 00:00:00,Female,,17095,2022-03-26 17:10:37.277
9433,OR03200,964001035779816,2022-03-25 00:00:00,Female,,17095,2022-03-26 17:11:17.001
9434,OR024063,964001035779818,2022-03-25 00:00:00,Female,,20202,2022-03-26 17:18:05.183
9435,OR03203,964001035779819,2022-03-25 00:00:00,Wether,,20202,2022-03-26 17:18:51.335
9436,OR03271,964001035779829,2022-03-26 00:00:00,Female,,17229,2022-03-27 09:28:25.478
9437,OR024025,964001035779828,2022-03-26 00:00:00,Female,,17229,2022-03-27 09:29:49.686
9438,OR03244,964001035779827,2022-03-25 00:00:00,Female,,20094,2022-03-27 09:34:22.562
9439,20122A,964001035779825,2022-03-26 00:00:00,Male,,20122,2022-03-27 09:38:02.356
9440,OR024072,964001035779826,2022-03-26 00:00:00,Male,,20122,2022-03-27 09:38:41.295
9441,22024,964001035779824,2022-03-26 00:00:00,Female,,20228,2022-03-27 09:41:16.558
9442,OR024054,964001035779822,2022-03-26 00:00:00,Wether,,20242,2022-03-27 09:43:39.754
9443,22187,964001035779823,2022-03-26 00:00:00,Female,,20242,2022-03-27 09:44:56.967
9444,22093,964001035779821,2022-03-26 00:00:00,Female,,17251,2022-03-27 09:47:09.144
